sleep_awake,sleep_bedtime_end,sleep_bedtime_start,sleep_breath_average,sleep_deep,sleep_duration,sleep_efficiency,sleep_hr_average,sleep_hr_lowest,sleep_light,sleep_midpoint_time,sleep_onset_latency,sleep_rem,sleep_restless,sleep_rmssd,sleep_score,sleep_score_deep,sleep_score_efficiency,sleep_score_latency,sleep_score_rem,sleep_score_total,summary_date,sleep_temperature_delta,sleep_temperature_deviation,sleep_temperature_trend_deviation,sleep_total,activity_average_met,activity_cal_active,activity_cal_total,activity_high,activity_inactive,activity_low,activity_medium,activity_score,activity_steps,readiness_score,readiness_score_activity_balance
2580,2020-03-28T14:08:52+03:00,2020-03-28T07:10:52+03:00,13.5,5910,25080,90,55.68,52,13860,12510,300,2730,44,64,59,95,95,72,37,61,2020-03-28,-0.27,-0.27,,22500,2.03125,1453,3486,83,445,139,98,96.0,13928,79,0
3930,2020-03-29T10:37:14+03:00,2020-03-29T01:10:14+03:00,13.5,5190,34020,88,58.04,50,20670,18060,1260,4230,33,61,75,85,93,83,57,91,2020-03-29,-0.01,-0.01,0.14,30090,1.75,948,2991,0,564,179,177,93.0,19840,71,0
3570,2020-03-30T11:23:16+03:00,2020-03-30T04:31:16+03:00,13.5,5160,24720,86,59.41,53,13950,12360,570,2040,31,55,57,84,86,86,27,56,2020-03-30,-0.07,-0.07,0.16,21150,1.3125,208,2262,0,570,267,3,89.0,4730,70,83
2700,2020-03-31T08:57:01+03:00,2020-03-31T02:19:01+03:00,13.75,6240,23880,89,55.39,48,11010,12210,1140,3930,26,62,66,96,93,89,53,56,2020-03-31,-0.17,-0.17,0.05,21180,1.25,124,2129,0,742,139,4,87.0,2702,80,99
3630,2020-04-01T08:55:38+03:00,2020-04-01T01:32:38+03:00,14.25,4650,26580,86,59.2,53,15930,13980,1050,2370,23,59,64,76,86,91,32,63,2020-04-01,-0.15,-0.15,-0.07,22950,1.25,117,2164,0,746,161,2,80.0,2642,76,94
2940,2020-04-02T08:55:52+03:00,2020-04-02T02:33:52+03:00,13.625,4830,22920,87,54.47,49,13770,12180,1080,1380,35,60,58,79,88,91,18,51,2020-04-02,-0.11,-0.11,-0.06,19980,1.28125,116,2180,0,850,144,1,72.0,2672,75,89
3690,2020-04-03T09:16:47+03:00,2020-04-03T02:28:47+03:00,13.625,5850,24480,85,57.98,51,12450,13050,1200,2490,28,58,60,95,83,86,33,54,2020-04-03,0.18,0.18,0.07,20790,1.21875,100,2114,0,689,115,2,70.0,2442,71,85
3690,2020-04-04T12:34:42+03:00,2020-04-04T02:07:42+03:00,13.25,5730,37620,90,55.59,50,21300,19350,1770,6900,41,64,79,94,95,59,93,100,2020-04-04,0.28,0.28,0.23,33930,1.15625,71,2005,0,239,97,2,64.0,1561,84,83
3960,2020-04-05T12:38:34+03:00,2020-04-05T05:35:34+03:00,14.0,3060,25380,84,61.69,52,16350,13560,1710,2010,42,59,50,49,81,62,27,57,2020-04-05,-0.16,-0.16,0.21,21420,1.21875,107,2080,0,689,146,1,43.0,2510,65,82
6240,2020-04-06T11:28:32+03:00,2020-04-06T02:49:32+03:00,13.5,9480,31140,80,54.0,47,13350,16230,2550,2070,26,68,58,100,72,24,27,70,2020-04-06,-0.19,-0.19,0.02,24900,1.28125,171,2216,0,718,206,3,44.0,3860,77,81
2370,2020-04-07T10:52:29+03:00,2020-04-07T05:03:29+03:00,13.125,7740,20940,89,56.19,51,8910,10290,1140,1920,29,57,60,98,93,89,25,46,2020-04-07,-0.01,-0.01,0.0,18570,1.4375,393,2445,0,569,310,30,51.0,8392,71,82
3180,2020-04-08T11:28:27+03:00,2020-04-08T02:08:27+03:00,13.625,7230,33600,91,55.52,49,18030,16620,480,5160,31,73,79,97,96,81,69,92,2020-04-08,0.13,0.13,0.14,30420,1.71875,916,2955,35,455,267,62,72.0,11536,84,88
3120,2020-04-09T11:49:02+03:00,2020-04-09T03:20:02+03:00,13.125,6420,30540,90,54.53,50,15930,14880,900,5070,32,73,75,96,95,99,69,80,2020-04-09,-0.23,-0.23,0.08,27420,1.53125,609,2625,26,552,149,50,79.0,9173,84,92
3330,2020-04-10T12:30:27+03:00,2020-04-10T02:57:27+03:00,13.5,8190,34380,90,55.93,50,18450,16440,180,4410,38,68,75,99,95,67,60,94,2020-04-10,0.04,0.04,0.05,31050,1.4375,426,2478,21,613,215,14,80.0,4474,80,88
3690,2020-04-11T13:32:07+03:00,2020-04-11T05:20:07+03:00,12.875,6870,29520,88,54.95,50,15030,13800,300,3930,41,66,66,97,90,72,53,74,2020-04-11,0.04,0.04,0.12,25830,1.5625,595,2659,1,624,206,93,80.0,13724,80,82
3630,2020-04-12T16:23:20+03:00,2020-04-12T07:23:20+03:00,13.5,7530,32400,89,60.1,55,15330,17100,1980,5910,35,54,72,98,93,51,80,85,2020-04-12,0.45,0.45,0.31,28770,1.25,147,2163,0,665,170,3,79.0,3145,74,76
6720,2020-04-13T12:48:23+03:00,2020-04-13T04:39:23+03:00,13.5,5610,29340,77,55.83,49,13500,13650,900,3510,28,64,58,92,65,99,47,61,2020-04-13,0.06,0.06,0.3,22620,1.34375,177,2264,0,619,235,1,83.0,3905,81,84
5400,2020-04-14T10:53:28+03:00,2020-04-14T03:16:28+03:00,13.375,5400,27420,80,57.2,49,13140,14730,2700,3480,35,63,53,88,72,22,46,59,2020-04-14,-0.4,-0.4,0.04,22020,1.3125,222,2247,0,583,230,6,85.0,4721,70,89
14190,2020-04-15T13:35:28+03:00,2020-04-15T02:24:28+03:00,13.75,4770,40260,65,62.58,53,16380,20220,930,4920,37,50,63,78,37,97,66,75,2020-04-15,0.17,0.17,0.02,26070,1.625,699,2788,1,558,229,101,85.0,16210,80,93
7710,2020-04-16T11:37:27+03:00,2020-04-16T04:04:27+03:00,14.25,4980,27180,72,66.73,55,12060,15030,2520,2430,24,42,47,81,53,27,32,49,2020-04-16,0.25,0.25,0.26,19470,1.25,199,2185,0,596,201,7,79.0,4317,62,86
5730,2020-04-17T11:25:30+03:00,2020-04-17T02:29:30+03:00,14.0,3960,32160,82,56.35,48,20280,16140,720,2190,43,67,62,64,76,91,29,76,2020-04-17,-0.12,-0.12,0.2,26430,1.5,373,2547,1,571,400,16,76.0,7379,74,91
2220,2020-04-18T13:42:47+03:00,2020-04-18T05:54:47+03:00,12.875,6930,28080,92,59.04,54,15240,13950,150,3690,36,50,68,97,97,67,50,74,2020-04-18,0.11,0.11,0.15,25860,1.65625,822,2876,26,532,218,77,78.0,12102,74,92
5880,2020-04-19T11:02:23+03:00,2020-04-19T02:25:23+03:00,13.5,5550,31020,81,58.7,51,16830,16140,1350,2760,32,59,63,91,74,78,37,71,2020-04-19,0.1,0.1,0.17,25140,1.28125,145,2166,0,672,107,8,74.0,2756,73,81
3450,2020-04-20T12:47:39+03:00,2020-04-20T03:31:39+03:00,13.625,7680,33360,90,56.98,51,18060,17220,1350,4170,34,55,74,98,95,78,56,90,2020-04-20,0.29,0.29,0.29,29910,1.28125,181,2229,0,590,232,3,78.0,3982,81,88
2970,2020-04-21T10:45:44+03:00,2020-04-21T03:06:44+03:00,13.875,5850,27540,89,56.11,51,16560,13650,690,2160,33,57,65,95,93,91,28,69,2020-04-21,-0.14,-0.14,0.2,24570,1.21875,109,2117,0,570,150,1,75.0,2628,81,94
3780,2020-04-22T09:00:27+03:00,2020-04-22T02:49:27+03:00,13.75,3990,22260,83,60.46,54,12780,12090,1050,1710,26,48,54,65,79,91,23,45,2020-04-22,0.2,0.2,0.2,18480,1.90625,1121,3238,9,521,245,188,79.0,24742,72,100
2520,2020-04-23T09:32:33+03:00,2020-04-23T04:11:33+03:00,14.125,4050,19260,87,63.9,56,11220,9480,390,1470,33,48,48,66,88,78,20,39,2020-04-23,-0.05,-0.05,0.15,16740,1.25,133,2168,0,734,173,2,75.0,2884,57,78
3870,2020-04-24T13:02:11+03:00,2020-04-24T02:59:11+03:00,13.625,5460,36180,89,59.8,53,20940,18180,900,5910,35,53,80,89,93,99,80,98,2020-04-24,-0.02,-0.02,0.13,32310,1.40625,437,2445,1,577,140,66,79.0,8842,77,86
4170,2020-04-25T11:53:55+03:00,2020-04-25T03:14:55+03:00,13.875,3720,31140,87,59.58,52,19080,15630,1050,4170,46,55,65,60,88,91,56,78,2020-04-25,-0.09,-0.09,0.07,26970,1.25,165,2158,1,706,86,16,67.0,3350,76,83
3480,2020-04-26T11:09:20+03:00,2020-04-26T02:47:20+03:00,13.125,5370,30120,88,59.29,53,15900,15450,1230,5370,29,51,71,88,90,83,73,77,2020-04-26,-0.08,-0.08,0.02,26640,1.25,87,2119,0,839,92,1,65.0,1713,77,89
3930,2020-04-27T11:51:44+03:00,2020-04-27T02:57:44+03:00,13.25,6240,32040,88,57.44,52,16800,16290,1080,5070,38,57,73,96,90,91,69,83,2020-04-27,-0.11,-0.11,0.0,28110,1.34375,313,2320,0,697,172,28,65.0,5957,80,95
3300,2020-04-28T13:15:01+03:00,2020-04-28T03:11:01+03:00,13.25,6720,36240,91,59.94,55,19710,18060,570,6510,38,53,80,96,96,86,88,99,2020-04-28,0.18,0.18,0.12,32940,1.25,160,2167,0,652,134,14,65.0,2891,80,94
4320,2020-04-30T12:01:33+03:00,2020-04-30T02:42:33+03:00,13.25,4590,33540,87,62.8,55,18960,17310,1200,5670,30,45,74,75,88,86,77,87,2020-04-30,0.1,0.1,0.19,29220,1.3125,202,2246,0,623,217,10,55.0,4137,82,98
3150,2020-05-01T13:12:11+03:00,2020-05-01T02:47:11+03:00,12.875,7470,37500,92,57.44,52,19440,18870,990,7440,36,57,83,98,97,94,96,100,2020-05-01,0.06,0.06,0.18,34350,1.34375,290,2299,3,560,176,25,54.0,4541,90,98
3300,2020-05-02T11:41:05+03:00,2020-05-02T02:28:05+03:00,13.25,5190,33180,90,57.37,49,19020,17070,420,5670,35,63,75,85,95,78,77,90,2020-05-02,0.14,0.14,0.17,29880,1.4375,480,2498,1,601,165,67,62.0,9223,90,99
2130,2020-05-03T12:59:11+03:00,2020-05-03T02:44:11+03:00,13.25,7200,36900,94,54.76,49,21240,18570,450,6330,39,68,80,97,99,81,86,100,2020-05-03,-0.09,-0.09,0.11,34770,1.6875,875,2918,18,441,277,63,73.0,12270,91,96
6120,2020-05-04T12:00:36+03:00,2020-05-04T02:39:36+03:00,13.75,5250,33660,82,64.62,54,17910,16830,1890,4380,36,45,66,86,76,54,59,81,2020-05-04,0.18,0.18,0.14,27540,1.40625,306,2392,0,535,308,11,73.0,5063,79,77
7770,2020-05-05T12:45:48+03:00,2020-05-05T02:46:48+03:00,13.625,6540,35940,78,58.64,51,16560,17010,1470,5070,34,60,69,96,67,72,69,84,2020-05-05,0.33,0.33,0.27,28170,1.21875,100,2107,0,605,128,3,71.0,2237,88,81
6450,2020-05-06T12:31:06+03:00,2020-05-06T02:45:06+03:00,13.75,7110,35160,82,55.5,47,16920,16830,1020,4680,27,65,74,97,76,94,63,86,2020-05-06,0.15,0.15,0.32,28710,1.28125,230,2221,0,571,172,7,72.0,3776,91,88
4530,2020-05-07T11:34:14+03:00,2020-05-07T02:42:14+03:00,14.0,6270,31920,86,57.05,49,18060,16590,1530,3060,35,59,68,96,86,70,41,80,2020-05-07,0.14,0.14,0.28,27390,1.84375,1039,3136,4,530,233,172,81.0,22944,90,91
2640,2020-05-09T12:18:46+03:00,2020-05-09T04:57:46+03:00,13.5,8310,26460,90,53.28,47,12570,12420,210,2940,30,63,65,99,95,70,39,66,2020-05-09,-0.21,-0.21,0.1,23820,1.84375,1055,3144,0,491,267,181,87.0,24150,83,96
4770,2020-05-10T13:51:02+03:00,2020-05-10T05:21:02+03:00,13.125,8550,30600,84,56.4,49,12690,14100,210,4590,38,63,66,99,83,70,63,74,2020-05-10,-0.11,-0.11,0.0,25830,1.3125,255,2272,0,674,192,8,75.0,4053,84,69
7470,2020-05-11T13:06:17+03:00,2020-05-11T04:30:17+03:00,13.75,3960,30960,76,58.14,50,16020,15450,1170,3510,29,63,61,65,62,86,48,65,2020-05-11,0.05,0.05,0.03,23490,1.3125,177,2250,0,609,206,5,78.0,3870,80,75
5850,2020-05-12T13:08:44+03:00,2020-05-12T04:11:44+03:00,14.0,6540,32220,82,59.11,51,15300,16260,1680,4530,36,59,64,96,76,64,62,77,2020-05-12,-0.1,-0.1,0.05,26370,1.3125,221,2236,0,572,238,4,78.0,4677,82,82
3570,2020-05-13T10:15:29+03:00,2020-05-13T03:23:29+03:00,13.875,3840,24720,86,56.67,50,15480,12810,1350,1830,34,57,55,63,86,78,24,56,2020-05-13,0.18,0.18,0.13,21150,1.3125,210,2239,0,654,126,23,74.0,4567,80,85
3570,2020-05-14T13:31:26+03:00,2020-05-14T04:29:26+03:00,13.625,6750,32520,89,57.4,50,16650,15930,600,5550,32,60,75,97,93,86,76,87,2020-05-14,-0.17,-0.17,0.07,28950,1.40625,437,2420,1,571,144,67,74.0,9422,82,89
1230,2020-05-15T10:44:34+03:00,2020-05-15T05:16:34+03:00,13.5,6000,19680,94,58.14,54,10470,9810,270,1980,33,55,55,95,99,72,26,46,2020-05-15,-0.25,-0.25,-0.04,18450,1.28125,119,2169,0,907,124,6,62.0,2571,74,87
2250,2020-05-16T13:41:25+03:00,2020-05-16T07:01:25+03:00,12.875,7980,24000,91,59.27,54,10680,12000,270,3090,34,44,62,98,96,72,42,58,2020-05-16,-0.01,-0.01,-0.05,21750,1.3125,231,2241,3,691,135,22,51.0,4357,69,95
2670,2020-05-17T13:17:24+03:00,2020-05-17T06:07:24+03:00,13.5,8040,25800,90,58.94,54,11940,12660,180,3150,33,50,61,99,95,67,43,64,2020-05-17,-0.3,-0.3,-0.09,23130,1.25,140,2157,0,757,156,7,53.0,2849,74,97
4170,2020-05-18T13:35:59+03:00,2020-05-18T04:00:59+03:00,13.25,6570,34500,88,63.16,55,17490,17880,2400,6270,25,44,74,96,90,32,86,92,2020-05-18,0.14,0.14,0.01,30330,1.28125,200,2194,0,649,124,18,57.0,3051,74,99
3840,2020-05-19T13:40:21+03:00,2020-05-19T03:53:21+03:00,13.875,3090,35220,89,65.69,56,22500,17460,360,5790,37,36,74,50,93,75,79,96,2020-05-19,0.28,0.28,0.19,31380,1.3125,186,2238,0,634,212,4,57.0,4177,70,98
3600,2020-05-20T13:47:19+03:00,2020-05-20T04:58:19+03:00,13.5,5130,31740,89,62.19,54,18240,15240,150,4770,39,41,69,85,93,67,65,83,2020-05-20,-0.07,-0.07,0.19,28140,1.3125,230,2268,0,704,182,14,54.0,3967,69,94
3030,2020-05-21T13:38:51+03:00,2020-05-21T04:01:51+03:00,14.375,6990,34620,91,63.52,56,18060,17700,1140,6540,36,47,80,97,96,89,89,96,2020-05-21,0.13,0.13,0.17,31590,1.46875,540,2525,0,479,221,73,71.0,11729,75,93
5490,2020-05-22T12:45:09+03:00,2020-05-22T04:04:09+03:00,13.875,6180,31260,82,62.06,55,17100,15870,1200,2490,29,48,65,96,79,86,33,74,2020-05-22,0.13,0.13,0.18,25770,1.21875,66,2067,0,740,78,0,61.0,1517,75,96
2160,2020-05-23T12:46:12+03:00,2020-05-23T06:21:12+03:00,13.875,7890,23100,91,60.82,55,10440,11430,390,2610,35,46,60,98,96,78,35,55,2020-05-23,0.08,0.08,0.2,20940,1.3125,157,2220,0,859,164,6,57.0,3191,71,98
4470,2020-05-24T13:53:14+03:00,2020-05-24T04:32:14+03:00,13.875,6810,33660,87,60.5,54,16530,17700,1380,5850,32,49,75,97,88,78,80,88,2020-05-24,0.12,0.12,0.2,29190,1.28125,177,2185,3,699,125,12,58.0,3350,77,96
3480,2020-05-25T13:41:49+03:00,2020-05-25T05:15:49+03:00,14.0,5880,30360,89,59.58,53,15720,14730,480,5280,32,49,71,95,93,81,72,78,2020-05-25,-0.21,-0.21,0.08,26880,1.3125,231,2251,0,687,140,27,63.0,4976,78,95
4500,2020-05-26T14:53:45+03:00,2020-05-26T04:59:45+03:00,13.125,6330,35640,87,56.6,51,19230,16800,420,5580,35,64,76,96,88,78,76,95,2020-05-26,0.06,0.06,0.06,31140,1.28125,217,2222,0,534,201,12,65.0,4479,84,96
4620,2020-05-27T13:07:38+03:00,2020-05-27T03:42:38+03:00,13.375,3810,33900,86,57.63,50,21840,17220,1650,3630,39,65,65,63,86,64,49,88,2020-05-27,0.07,0.07,0.1,29280,1.25,112,2148,0,726,135,5,59.0,2552,86,97
1950,2020-05-28T12:48:45+03:00,2020-05-28T06:09:45+03:00,13.625,5490,23940,92,58.68,54,14100,12090,720,2400,35,47,62,91,97,91,32,59,2020-05-28,-0.3,-0.3,0.01,21990,1.59375,606,2706,0,715,172,115,68.0,14870,75,92
