sleep_awake,sleep_bedtime_end,sleep_bedtime_start,sleep_breath_average,sleep_deep,sleep_duration,sleep_efficiency,sleep_hr_average,sleep_hr_lowest,sleep_light,sleep_midpoint_time,sleep_onset_latency,sleep_rem,sleep_restless,sleep_rmssd,sleep_score,sleep_score_deep,sleep_score_efficiency,sleep_score_latency,sleep_score_rem,sleep_score_total,summary_date,sleep_temperature_delta,sleep_temperature_deviation,sleep_temperature_trend_deviation,sleep_total,activity_average_met,activity_cal_active,activity_cal_total,activity_high,activity_inactive,activity_low,activity_medium,activity_score,activity_steps,readiness_score,readiness_score_activity_balance
4350,2020-05-20T11:13:07+03:00,2020-05-20T01:26:07+03:00,16.0,10530,35220,88,52.99,49,13980,17250,780,6360,29,50,83,100,90,94,95,97,2020-05-20,-0.13,-0.13,0.06,30870,1.40625,363,2477,0,455,330,22,59.0,8022,88,85
3540,2020-05-21T10:22:10+03:00,2020-05-21T00:51:10+03:00,15.875,6870,34260,90,56.07,51,17430,17160,1110,6420,32,45,84,98,95,89,95,97,2020-05-21,-0.12,-0.12,0.04,30720,1.59375,504,2751,0,521,505,21,61.0,10014,79,83
1650,2020-05-22T09:00:44+03:00,2020-05-22T04:08:44+03:00,15.375,6480,17520,91,54.1,50,7350,8370,120,2040,29,45,54,97,96,64,30,39,2020-05-22,-0.01,-0.01,0.06,15870,1.5,362,2600,1,732,372,11,60.0,7956,64,81
2430,2020-05-23T12:45:53+03:00,2020-05-23T03:28:53+03:00,15.0,11730,33420,93,49.6,46,11520,16800,750,7740,35,65,84,100,98,94,98,98,2020-05-23,-0.36,-0.36,-0.05,30990,1.625,723,2847,3,352,352,90,81.0,16739,83,82
3570,2020-05-24T12:15:15+03:00,2020-05-24T02:57:15+03:00,15.5,10290,33480,89,53.99,49,13320,15870,270,6300,27,49,80,100,93,72,95,96,2020-05-24,0.12,0.12,0.0,29910,1.40625,384,2695,0,547,281,26,78.0,7569,80,71
5610,2020-05-25T11:41:16+03:00,2020-05-25T02:17:16+03:00,15.75,7560,33840,83,52.63,46,16470,16770,1680,4200,35,55,69,98,81,64,56,82,2020-05-25,0.07,0.07,0.1,28230,1.59375,643,3028,0,406,458,46,87.0,12413,76,74
4770,2020-05-26T11:23:03+03:00,2020-05-26T02:46:03+03:00,15.75,7560,31020,85,52.77,48,15210,15420,810,3480,35,53,69,98,83,97,46,75,2020-05-26,0.08,0.08,0.18,26250,1.5625,548,2932,0,525,410,31,89.0,10828,75,69
2010,2020-05-27T10:00:01+03:00,2020-05-27T04:07:01+03:00,15.375,7680,21180,91,50.96,45,8460,10590,660,3030,31,55,59,98,96,89,40,47,2020-05-27,0.15,0.15,0.21,19170,1.5,435,2824,0,616,341,33,88.0,8285,69,68
6090,2020-05-28T11:34:01+03:00,2020-05-28T02:11:01+03:00,15.25,9720,33780,82,50.16,44,12330,15420,900,5640,27,60,76,100,81,99,75,80,2020-05-28,0.06,0.06,0.21,27690,1.5,427,2816,0,599,321,29,88.0,8135,76,71
3420,2020-05-30T13:52:08+03:00,2020-05-30T03:16:08+03:00,15.625,9420,38160,91,54.6,50,16830,18630,240,8490,38,50,80,100,96,70,99,100,2020-05-30,0.01,0.01,0.17,34740,1.40625,333,2657,0,550,283,9,76.0,5811,79,72
4080,2020-05-31T13:11:52+03:00,2020-05-31T04:59:52+03:00,15.0,7200,29520,86,54.89,50,13290,14190,540,4950,31,47,68,97,86,83,67,71,2020-05-31,-0.16,-0.16,0.06,25440,1.625,794,3101,3,360,357,75,91.0,14383,72,77
4020,2020-06-01T11:25:56+03:00,2020-06-01T01:58:56+03:00,15.875,6690,34020,88,56.35,51,17100,17100,1110,6210,31,51,77,96,90,89,84,89,2020-06-01,0.15,0.15,0.11,30000,1.375,254,2608,0,582,306,0,82.0,4649,75,67
3510,2020-06-02T11:27:30+03:00,2020-06-02T02:42:30+03:00,15.625,8730,31500,89,51.94,48,12870,14880,360,6390,30,63,75,100,93,75,86,81,2020-06-02,0.12,0.12,0.19,27990,1.46875,410,2766,1,571,319,23,77.0,7730,83,76
4080,2020-06-03T10:30:38+03:00,2020-06-03T02:36:38+03:00,15.75,7290,28440,86,55.03,50,14970,13650,390,2100,30,52,65,97,86,78,27,67,2020-06-03,0.14,0.14,0.25,24360,1.46875,426,2789,0,574,323,22,72.0,8274,70,77
3720,2020-06-04T10:31:17+03:00,2020-06-04T02:01:17+03:00,15.75,5640,30600,88,55.05,49,15930,14910,690,5310,20,46,74,90,90,91,71,77,2020-06-04,0.23,0.23,0.3,26880,1.625,671,3091,0,358,566,24,80.0,12213,74,78
3660,2020-06-05T10:51:42+03:00,2020-06-05T03:05:42+03:00,15.375,7920,27960,87,53.01,48,13440,13350,270,2940,35,53,63,98,88,72,39,67,2020-06-05,-0.06,-0.06,0.2,24300,1.75,891,3308,2,410,510,82,86.0,16774,72,74
2760,2020-06-06T10:06:58+03:00,2020-06-06T03:36:58+03:00,15.75,5610,23400,88,56.2,50,12270,11730,180,2760,37,47,57,90,90,67,36,53,2020-06-06,0.02,0.02,0.12,20640,1.46875,437,2761,0,602,313,20,86.0,7938,59,65
3000,2020-06-07T08:46:34+03:00,2020-06-07T01:56:34+03:00,15.75,6270,24600,88,52.12,46,11850,12390,1200,3480,36,57,63,96,90,86,46,57,2020-06-07,0.13,0.13,0.13,21600,1.53125,583,2929,0,625,286,66,85.0,12513,65,67
2220,2020-06-08T08:16:59+03:00,2020-06-08T01:18:59+03:00,15.625,7980,25080,91,52.25,48,10410,12180,180,4470,37,51,68,98,97,67,60,62,2020-06-08,0.11,0.11,0.16,22860,1.375,331,2583,0,311,238,24,91.0,6752,65,65
3300,2020-06-09T11:07:07+03:00,2020-06-09T01:11:07+03:00,15.625,9390,35760,91,52.97,48,15420,17310,360,7650,28,52,83,100,96,75,97,97,2020-06-09,0.27,0.27,0.23,32460,1.75,942,3333,0,378,492,90,98.0,19525,77,72
2370,2020-06-10T10:01:33+03:00,2020-06-10T04:02:33+03:00,15.75,5910,21540,89,53.13,50,10740,10680,600,2520,34,56,58,95,93,86,33,47,2020-06-10,0.21,0.21,0.26,19170,1.46875,420,2789,0,595,378,12,94.0,8431,59,59
5490,2020-06-11T11:11:08+03:00,2020-06-11T02:13:08+03:00,15.625,7650,32280,83,52.99,49,14160,15180,510,4980,32,51,71,98,79,83,67,77,2020-06-11,0.11,0.11,0.23,26790,1.5625,650,2990,0,409,307,77,98.0,13804,68,63
5340,2020-06-12T11:31:58+03:00,2020-06-12T02:00:58+03:00,15.5,6510,34260,84,57.73,51,17070,17190,210,5340,37,49,71,96,83,70,71,85,2020-06-12,0.2,0.2,0.22,28920,1.375,356,2644,0,585,283,21,95.0,6956,67,63
5310,2020-06-13T10:11:34+03:00,2020-06-13T02:06:34+03:00,16.0,7410,29100,82,54.26,48,11520,14760,990,4860,31,52,67,97,76,94,65,65,2020-06-13,0.19,0.19,0.24,23790,1.9375,1279,3682,2,331,479,155,99.0,26821,65,69
2610,2020-06-14T13:00:34+03:00,2020-06-14T04:10:34+03:00,15.5,7740,31800,92,56.65,52,13920,15660,390,7530,28,49,77,98,97,78,96,86,2020-06-14,0.28,0.28,0.3,29190,1.34375,356,2604,2,512,221,34,96.0,7016,66,51
3390,2020-06-15T10:44:48+03:00,2020-06-15T01:29:48+03:00,15.625,4350,33300,90,52.46,47,18720,16920,1410,6840,28,61,76,69,95,75,92,89,2020-06-15,0.04,0.04,0.24,29910,1.625,741,3081,0,437,360,71,98.0,15363,75,58
4290,2020-06-16T11:07:38+03:00,2020-06-16T02:31:38+03:00,15.625,8790,30960,86,53.31,48,13050,15300,1080,4830,29,53,72,100,86,91,65,76,2020-06-16,-0.06,-0.06,0.13,26670,1.5,471,2823,0,498,348,30,96.0,9321,77,54
3600,2020-06-17T11:07:28+03:00,2020-06-17T02:03:28+03:00,15.625,5730,32640,89,54.03,49,17730,16110,870,5580,29,58,77,92,93,99,75,85,2020-06-17,0.24,0.24,0.16,29040,1.46875,430,2784,0,470,409,12,95.0,8189,77,60
5850,2020-06-18T11:11:49+03:00,2020-06-18T01:41:49+03:00,16.0,7260,34200,83,53.99,49,15690,16590,780,5400,33,51,74,97,79,94,72,83,2020-06-18,0.27,0.27,0.28,28350,1.5625,580,2945,2,572,316,63,94.0,11289,79,65
3360,2020-06-19T11:40:18+03:00,2020-06-19T03:09:18+03:00,15.625,6600,30660,89,57.51,50,14280,15180,390,6420,31,47,73,96,93,78,86,79,2020-06-19,-0.06,-0.06,0.22,27300,1.53125,501,2890,0,606,294,54,94.0,10145,68,66
3390,2020-06-20T12:26:00+03:00,2020-06-20T03:53:00+03:00,15.875,7500,30780,89,56.94,52,13620,15120,630,6270,28,42,74,98,93,89,84,79,2020-06-20,0.24,0.24,0.22,27390,1.6875,873,3229,0,303,470,85,98.0,17513,70,69
2760,2020-06-21T11:06:00+03:00,2020-06-21T02:48:00+03:00,15.25,7560,29880,91,55.06,50,12990,15180,870,6570,31,49,77,98,96,99,88,78,2020-06-21,-0.08,-0.08,0.15,27120,1.59375,740,3048,0,445,300,100,97.0,15241,73,63
5700,2020-06-22T11:31:52+03:00,2020-06-22T01:00:52+03:00,15.75,7230,37860,85,53.0,49,17820,17730,480,7110,33,57,80,97,83,81,95,97,2020-06-22,0.1,0.1,0.15,32160,1.625,763,3095,0,370,289,95,97.0,15408,82,60
5130,2020-06-23T10:03:04+03:00,2020-06-23T01:39:04+03:00,15.75,7980,30240,83,50.55,46,12750,14220,870,4380,28,64,70,98,79,99,58,70,2020-06-23,-0.05,-0.05,0.1,25110,1.6875,819,3208,0,435,440,84,95.0,15444,81,60
4080,2020-06-24T10:15:04+03:00,2020-06-24T02:02:04+03:00,15.625,5610,29580,86,55.3,49,15120,14880,630,4770,32,58,70,90,86,89,64,72,2020-06-24,0.16,0.16,0.16,25500,1.6875,756,3195,0,389,579,45,93.0,14999,74,57
6840,2020-06-25T11:45:59+03:00,2020-06-25T03:16:59+03:00,16.0,5700,30540,78,51.33,48,14340,14550,930,3660,28,59,64,91,69,97,49,65,2020-06-25,0.05,0.05,0.17,23700,1.5,532,2858,0,348,394,25,99.0,10953,77,56
4260,2020-06-26T11:39:59+03:00,2020-06-26T02:27:59+03:00,15.25,8520,33120,87,52.14,48,13260,15480,120,7080,37,54,75,99,88,64,95,85,2020-06-26,-0.09,-0.09,0.12,28860,1.71875,846,3259,0,436,457,86,98.0,17412,82,61
2700,2020-06-27T08:33:04+03:00,2020-06-27T04:12:04+03:00,16.0,4530,15660,83,63.53,53,7200,7830,420,1230,29,34,45,72,81,78,16,24,2020-06-27,0.43,0.43,0.25,12960,1.59375,651,2986,2,408,397,45,99.0,12678,46,57
4080,2020-06-28T10:48:40+03:00,2020-06-28T00:41:40+03:00,15.875,7980,36420,89,57.36,52,16080,18480,1050,8280,26,48,84,98,93,91,98,97,2020-06-28,0.29,0.29,0.38,32340,1.34375,369,2587,0,314,235,28,99.0,7407,71,60
7530,2020-06-29T10:11:04+03:00,2020-06-29T01:19:04+03:00,16.25,5970,31920,76,54.81,50,14730,14880,930,3690,24,54,67,95,65,97,49,68,2020-06-29,0.41,0.41,0.49,24390,1.53125,514,2882,1,415,437,29,97.0,10087,71,68
5460,2020-06-30T11:45:32+03:00,2020-06-30T01:01:32+03:00,15.375,6600,38640,86,54.52,50,17160,18810,960,9420,25,50,84,96,86,97,100,99,2020-06-30,0.11,0.11,0.4,33180,1.46875,464,2794,0,486,318,32,93.0,9031,79,71
4380,2020-07-01T11:04:52+03:00,2020-07-01T01:37:52+03:00,16.0,9150,34020,87,55.34,50,13770,16410,840,6720,27,44,80,100,88,97,90,88,2020-07-01,0.02,0.02,0.27,29640,1.53125,516,2892,0,481,393,38,92.0,10500,78,75
5340,2020-07-02T11:26:04+03:00,2020-07-02T02:11:04+03:00,15.25,5310,33300,84,58.16,53,16320,16530,1080,6330,29,38,74,85,81,91,85,81,2020-07-02,-0.24,-0.24,0.07,27960,1.5,513,2868,3,636,283,48,93.0,10159,71,77
3180,2020-07-03T12:36:02+03:00,2020-07-03T04:30:02+03:00,15.375,8790,29160,89,55.78,51,12390,14460,600,4800,34,47,70,100,93,86,64,74,2020-07-03,0.16,0.16,0.11,25980,1.71875,876,3237,0,440,423,86,96.0,18217,69,79
4140,2020-07-04T13:43:03+03:00,2020-07-04T05:57:03+03:00,15.5,8250,27960,85,54.99,51,10950,13350,180,4620,33,56,63,99,83,67,62,65,2020-07-04,0.08,0.08,0.19,23820,1.6875,871,3185,0,325,381,84,98.0,17734,69,72
7110,2020-07-05T13:35:35+03:00,2020-07-05T02:59:35+03:00,15.25,2730,38160,81,61.52,54,20430,20520,300,7890,24,44,72,43,76,72,97,93,2020-07-05,0.21,0.21,0.27,31050,1.34375,293,2563,0,587,193,23,92.0,5673,67,68
4560,2020-07-06T11:43:32+03:00,2020-07-06T03:11:32+03:00,15.75,5580,30720,85,54.13,49,13740,14610,420,6840,24,56,71,89,83,78,92,74,2020-07-06,-0.06,-0.06,0.18,26160,1.625,733,3112,0,439,455,44,96.0,14215,76,75
5370,2020-07-07T11:43:31+03:00,2020-07-07T03:17:31+03:00,15.625,7470,30360,82,55.87,50,12330,15510,1440,5190,24,49,67,98,79,75,70,70,2020-07-07,0.09,0.09,0.15,24990,1.6875,775,3179,1,506,351,97,97.0,15872,71,71
5190,2020-07-08T11:48:30+03:00,2020-07-08T03:37:30+03:00,16.125,8100,29460,82,57.46,53,10530,13830,870,5640,33,47,68,99,76,99,75,67,2020-07-08,-0.13,-0.13,0.07,24270,1.4375,290,2701,0,641,328,2,93.0,5504,67,69
2700,2020-07-09T11:51:33+03:00,2020-07-09T04:56:33+03:00,15.75,7410,24900,89,55.63,50,10290,11640,180,4500,25,42,63,97,93,67,60,59,2020-07-09,-0.08,-0.08,0.03,22200,1.46875,381,2770,0,638,349,15,92.0,7176,67,77
2730,2020-07-10T11:51:24+03:00,2020-07-10T04:35:24+03:00,15.625,6840,26160,90,55.3,52,10440,12840,660,6150,17,45,70,96,95,89,83,64,2020-07-10,-0.11,-0.11,0.0,23430,1.625,659,3060,2,524,422,44,92.0,11981,69,82
4170,2020-07-13T10:34:43+03:00,2020-07-13T00:21:43+03:00,15.625,9420,36780,89,56.93,51,13590,18000,600,9600,26,58,85,100,93,86,100,98,2020-07-13,0.17,0.17,0.1,32610,1.5,459,2822,0,534,379,26,80.0,9209,78,89
3750,2020-07-14T11:03:30+03:00,2020-07-14T01:53:30+03:00,15.75,8640,33000,89,53.47,48,12810,16470,1140,7800,33,59,79,99,93,89,97,86,2020-07-14,0.06,0.06,0.17,29250,1.65625,725,3143,2,397,493,60,86.0,13281,85,91
4680,2020-07-15T11:50:30+03:00,2020-07-15T02:58:30+03:00,15.75,7950,31920,85,55.69,51,14040,14880,210,5250,30,48,71,98,86,70,71,78,2020-07-15,0.11,0.11,0.2,27240,1.46875,425,2775,0,535,358,31,84.0,8156,76,85
2190,2020-07-18T13:38:20+03:00,2020-07-18T04:16:20+03:00,14.75,4770,33720,94,60.2,53,18390,16710,330,8370,32,45,78,76,99,75,98,95,2020-07-18,0.1,0.1,0.2,31530,1.375,298,2610,0,623,241,11,73.0,5570,73,93
3210,2020-07-19T14:13:02+03:00,2020-07-19T04:52:02+03:00,15.75,7950,33660,90,56.51,53,15390,16920,690,7110,28,46,80,98,96,91,95,91,2020-07-19,0.15,0.15,0.23,30450,1.625,746,3085,1,296,451,60,82.0,13878,87,96
6390,2020-07-20T11:52:02+03:00,2020-07-20T02:46:02+03:00,15.375,6780,32760,80,57.12,51,13650,16590,1710,5940,27,45,68,96,74,62,80,75,2020-07-20,-0.17,-0.17,0.12,26370,1.59375,605,2999,1,425,482,31,85.0,11448,79,88
4260,2020-07-21T11:42:02+03:00,2020-07-21T04:42:02+03:00,15.625,4710,25200,83,55.22,51,11160,12060,690,5070,32,47,60,75,79,91,68,54,2020-07-21,-0.14,-0.14,0.01,20940,1.625,709,3076,1,514,402,64,83.0,13041,73,86
3720,2020-07-22T11:21:57+03:00,2020-07-22T03:23:57+03:00,15.625,8010,28680,87,55.31,52,11430,13770,930,5520,23,42,72,98,88,97,74,70,2020-07-22,-0.12,-0.12,-0.03,24960,1.46875,472,2817,0,595,265,49,85.0,8799,76,81
3090,2020-07-23T09:52:59+03:00,2020-07-23T02:35:59+03:00,15.875,7770,26220,88,53.58,50,10110,13080,1050,5250,30,48,69,98,90,91,71,63,2020-07-23,-0.44,-0.44,-0.15,23130,1.40625,330,2678,1,708,258,19,82.0,6140,74,83
3270,2020-07-24T10:45:11+03:00,2020-07-24T02:29:11+03:00,15.75,7470,29760,89,56.26,49,12630,14640,390,6390,25,43,74,98,93,78,86,76,2020-07-24,0.21,0.21,-0.02,26490,1.625,659,3051,0,404,437,44,92.0,12789,76,86
4080,2020-07-25T12:19:12+03:00,2020-07-25T04:21:12+03:00,15.0,6540,28680,86,56.0,52,11880,13560,480,6180,31,45,68,96,86,81,83,68,2020-07-25,0.02,0.02,0.09,24600,1.71875,901,3273,1,283,546,62,98.0,17362,68,83
3780,2020-07-26T13:28:22+03:00,2020-07-26T02:47:22+03:00,15.625,8700,38460,90,55.56,51,16470,18930,150,9510,29,49,81,100,95,67,100,100,2020-07-26,0.17,0.17,0.21,34680,1.53125,737,2957,6,248,283,79,98.0,13194,79,74
6660,2020-07-27T11:53:00+03:00,2020-07-27T02:27:00+03:00,15.375,4080,33960,80,55.22,50,17490,16440,1020,5730,37,53,68,64,74,94,77,79,2020-07-27,-0.16,-0.16,0.1,27300,1.4375,352,2704,0,570,353,11,89.0,6408,75,72
3900,2020-07-28T09:42:03+03:00,2020-07-28T03:14:03+03:00,15.875,6030,23280,83,54.08,47,10650,11100,870,2700,33,51,58,95,81,99,36,48,2020-07-28,0.06,0.06,0.08,19380,1.8125,977,3426,0,417,539,91,93.0,19465,68,78
7080,2020-07-29T12:57:37+03:00,2020-07-29T02:53:37+03:00,15.75,8880,36240,80,55.54,52,14460,17490,780,5820,36,47,74,100,72,94,78,86,2020-07-29,0.15,0.15,0.15,29160,1.4375,402,2720,1,616,227,39,89.0,7904,75,68
1590,2020-07-30T09:46:02+03:00,2020-07-30T04:05:02+03:00,15.625,6480,20460,92,53.55,48,8760,10140,300,3630,28,57,59,96,98,72,49,46,2020-07-30,-0.07,-0.07,0.14,18870,1.28125,234,2445,0,429,129,26,92.0,4927,66,72
4470,2020-07-31T12:04:18+03:00,2020-07-31T02:46:18+03:00,15.5,9030,33480,87,60.27,53,12540,15390,180,7440,29,41,76,100,88,67,96,85,2020-07-31,0.02,0.02,0.1,29010,1.4375,416,2740,0,609,310,23,85.0,7963,70,79
3540,2020-08-01T13:39:55+03:00,2020-08-01T03:46:55+03:00,15.375,10710,35580,90,56.14,53,12930,17610,990,8400,28,45,83,100,95,94,98,96,2020-08-01,-0.03,-0.03,0.07,32040,1.3125,239,2505,0,644,197,17,77.0,4674,80,82
2220,2020-08-02T15:32:14+03:00,2020-08-02T07:42:14+03:00,15.125,5610,28200,92,54.94,51,13770,14070,570,6600,29,52,72,90,97,86,88,74,2020-08-02,0.03,0.03,0.09,25980,1.5,518,2835,0,548,316,40,75.0,9832,79,88
5100,2020-08-04T14:01:30+03:00,2020-08-04T04:43:30+03:00,15.375,11190,33480,85,53.46,50,10500,15720,660,6690,27,54,76,100,83,89,90,83,2020-08-04,-0.14,-0.14,-0.06,28380,1.40625,403,2672,0,545,310,22,70.0,7473,84,89
6630,2020-08-05T13:36:33+03:00,2020-08-05T04:38:33+03:00,15.125,8670,32280,79,54.45,50,9510,14550,930,7470,30,55,72,100,72,97,96,72,2020-08-05,0.07,0.07,0.01,25650,1.4375,433,2728,1,572,305,29,69.0,7982,82,91
2370,2020-08-06T12:03:32+03:00,2020-08-06T04:54:32+03:00,15.625,6690,25740,91,56.04,48,10650,12720,510,6030,23,49,69,96,96,83,81,64,2020-08-06,0.2,0.2,0.17,23370,1.5625,652,2963,0,528,233,89,80.0,14293,74,91
6540,2020-08-07T14:21:32+03:00,2020-08-07T05:22:32+03:00,15.625,8130,32340,80,56.13,51,11940,14730,240,5730,29,49,68,99,72,70,77,73,2020-08-07,-0.13,-0.13,0.14,25800,1.5625,656,2987,1,430,403,58,89.0,13133,78,88
2940,2020-08-08T14:19:32+03:00,2020-08-08T04:35:32+03:00,15.625,7350,35040,92,55.97,52,17010,17370,660,7740,34,51,81,97,97,89,97,96,2020-08-08,0.1,0.1,0.12,32100,1.5,541,2872,0,385,439,34,95.0,10890,83,83
4800,2020-08-09T12:28:32+03:00,2020-08-09T05:49:32+03:00,14.875,5580,23940,80,54.45,51,9330,11400,690,4230,30,50,57,89,72,91,57,47,2020-08-09,0.01,0.01,0.12,19140,1.25,166,2346,0,157,151,6,91.0,3268,71,83
6390,2020-08-12T15:05:02+03:00,2020-08-12T02:58:02+03:00,15.5,9180,43620,85,53.0,49,18000,21990,2370,10050,28,62,77,100,83,32,100,100,2020-08-12,0.17,0.17,0.19,37230,1.4375,472,2746,1,447,275,45,80.0,8620,89,92
3870,2020-08-13T14:38:02+03:00,2020-08-13T05:46:02+03:00,15.25,7920,31920,88,55.12,49,14040,16440,1620,6090,28,54,73,98,90,67,82,82,2020-08-13,0.1,0.1,0.21,28050,1.78125,1030,3408,5,267,519,103,86.0,18571,84,91
3960,2020-08-14T13:19:02+03:00,2020-08-14T05:38:02+03:00,15.75,7500,27660,86,55.21,48,12750,14430,1680,3450,40,60,61,98,86,64,46,65,2020-08-14,-0.36,-0.36,0.03,23700,1.84375,1108,3519,2,388,457,125,86.0,21999,73,76
3600,2020-08-15T12:08:02+03:00,2020-08-15T04:37:02+03:00,15.75,8160,27060,87,51.96,48,12330,13260,690,2970,38,61,63,99,88,91,40,64,2020-08-15,-0.35,-0.35,-0.16,23460,1.8125,1100,3460,0,217,450,136,89.0,21995,76,60
